,본문
325,와 함께하는 에코 라이프 오늘은 냄비뚜껑을 닫고 요리해요 냄비뚜껑을 닫지 않고 요리를 하게 된다면 에너지를 더 많이 소모하게 된다고 합니다 냄비 대신 압력솥이나 찜통을 사용해도 된다고 합니다 우리 오늘 맛난 점심밥 할 때는 냄비뚜껑 닫고 요리해보는게 어때요 냄비뚜껑 닫고 요리 식사 음식 에너지 소모 환경 지구 자연 환경오염 지구온난화 기후변화 지구지킴이 압력솥 찜통냄비뚜껑 닫고 요리 식사 음식 에너지 소모 환경 지구 자연 환경오염 지구온난화 기후변화 지구지킴이 압력솥 찜통
326,탈모 고민되십니까 대도 되기전에 찾아오는불청객 스트레스 환경오염 인스턴터식품 잘못된 식습관등등 효능 효과꼼꼼하게 체크하시고 제품 선택하세요 고민하지 마시고도전하세요 옮바른 선택이당신의 젊음을 지켜줄것입니다 유니시티코리아 탈모관리 탈모샴푸 천연계면활성제 천연성분 경피독위험성 메디컬푸드 탈모고민없는 행복한일상스트레스 환경오염 인스턴터식품 잘못된 유니시티코리아 탈모관리 탈모샴푸 천연계면활성제 천연성분 경피독위험성 메디컬푸드 행복한일상
327,이제 여수에서도 아이스팩 재활용이 가능하다 도가 넘는 고열에도 타지 않고자연분해 되는데 무려 년 이 걸리는쌓여만가던 젤 아이스팩 이제 고민하지 마세요 읍면동 주민센터에 분리수거함이나 관내 개 아파트 내에 비치될 분리수거 상자에 넣기만 하면 끝 자세한 내용은 이미지를 참고 분리수거함 제작일정에 따라 설치일정이 조금변경될수 있습니다 아이스팩 재사용 분리수거 환경오염 여수이야기 섬섬여수아이스팩 분리수거 환경오염 여수이야기 섬섬여수
328,방금 제주 사회적 거리두기가 일 단계로 격상된다는 소식에 따라 다함께 소규모 봉그깅을 전면 중단합니다 야외에서 방역지침에 따라 이뤄지는 자원봉사지만 전례없는 상황에 만남 자체를 차단하는것이 더욱 중요하다 판단하였습니다 해양쓰레기 수거도 중요하지만 모두의 건강이 더더욱 중요하니까요 봉그깅 대신 집에서부터 쓰레기를 줄이는 활동을 해보는 건 어떨까요 우리 건강하게 지내다가 다시 만나요
329,친환경포장 오늘은 건강과 맛까지 챙길 수 있는 비건레시피 여러분께 누구나 쉽게 도전해볼 수 있는 비건 레시피를 알려드리려고 해요 그린패키지솔루션 식스아웃 친환경 자연분해 플라스틱 환경 환경보존 필환경 좋반 지구지키기 용기내캠페인 환경지키기 환경오염 텀블러들고다니기 필환경 서포터즈 그린서포터즈 서포터즈추천 대외활동 좋반 자연분해패키지 자연분해 생분해 플라스틱대체 식스아웃 플라스틱 사라져야살아난다그린패키지솔루션 식스아웃 친환경 자연분해 플라스틱 환경 환경보존 필환경 좋반 지구지키기 용기내캠페인 환경지키기 환경오염 텀블러들고다니기 필환경 서포터즈 그린서포터즈 서포터즈추천 대외활동 좋반 자연분해패키지 자연분해 생분해 플라스틱대체 식스아웃 플라스틱 사라져야살아난다
330,안녕하세요 그린서포터즈 기 권민서입니다 오늘은 비건음식을 직접 만들어 먹어볼 수 있도록 비건 레시피 를 준비했어요 비건이라고 하면 다들 채소와 과일이 떠오르시죠 조금은 색다른 비건빵 함께 만들어봐요 비건음식 만들기도 참 간단하답니다 비건식으로 함께 환경을 보호해요 그린패키지솔루션 식스아웃 친환경 자연분해 플라스틱 환경 환경보존 친환경포장 그린서포터즈 기 그린서포터즈 환경지킴이 환경오염 대외활동 대외활동맞팔 환경을위한기업 친환경기업 대체 플라스틱제로 화장품용기 비닐포장 식스아웃 쓰레기봉투 종량제봉투 저탄소식사 저탄소식단 온실가스그린패키지솔루션 식스아웃 친환경 자연분해 플라스틱 환경 환경보존 친환경포장 그린서포터즈 기 그린서포터즈 환경지킴이 환경오염 대외활동 대외활동맞팔 환경을위한기업 친환경기업 대체 플라스틱제로 화장품용기 비닐포장 식스아웃 쓰레기봉투 종량제봉투 저탄소식사 저탄소식단 온실가스
331,최근 발표된 기후변화보고서에 따르면 년 안에 지구 온도가 도 상승할 것이며 그에 따른 이상기후는 재앙 수준입니다 갈수록 잦아지는 이상기후에 많은 사람들이 피해를 입고 불평을 하지만 중요한 것은 원인을 해결하는 것입니다 기후위기를르 극복할 수 있는 여러가지 방법 중 일상생활에서 개인이 할 수 있는 효과적인 것은 바로 육식줄이기 채식늘리기 입니다 오늘 하루 식단만 바꿔도 온실가스 감축에 기여할 수 있습니다 채식영양과 건강에 대해 궁금하시다면 베지닥터 예전 카드뉴스를 봐주세요 채식 온실가스 저탄소식 자연식물식 채식위주 기후위기 환경오염 지구 인간멸종 멸종저항 폭염 홍수 이상기후 가뭄 태풍 기후위기보고서 육식 설렁탕 한우 고기 치즈 유제품 식물성음식 비건 베지테리언 현미식물식육식줄이기 채식늘리기 베지닥터 채식 온실가스 저탄소식 자연식물식 채식위주 기후위기 환경오염 지구 인간멸종 멸종저항 폭염 홍수 이상기후 가뭄 태풍 기후위기보고서 육식 설렁탕 한우 고기 치즈 유제품 식물성음식 비건 베지테리언 현미식물식
332,시크릿명상반에서 매달 후원하고 있는 지구를 사랑하는 청년단체 미래경영 청년 네트워크를 소개합니다 리그램 쓰레기산 온라인 화상 시위 안내 일시 금 장소 온라인 화상 링크는 개인 문자로 전달 주관 청년지구경영연합 시위 내용 쓰레기 홍수를 막을 우산을 함께 펼쳐봐요 동행 쓰레기가 모여 대한민국을 뒤덮었다 퍼포먼스 쓰레기산 청년 분 발언대신청링크 프로필 하단 링크를 확인하세요 전국에 개가 넘는 쓰레기산이 쓰레기산 산처럼 쓰레기가 쌓여있어 쓰레기산이라 부릅니다 개인의 욕심을 위해 업체로부터 돈을 받고 쓰레기를 모아두었고 방치된 쓰레기산은 지구의 토양 수질 대기오염의 큰 원인이 됩니다 개의 산 근처에 살고있는 서민들에게 지독한 악취와 엉망이된 환경으로 일상을 망가트리고 있습니다 국민의 혈세 억원으로 이제껏 치워진 쓰레기산 미청넷은 이런 현실을 변화시키기 위해청년지구경영연합의 이름으로 쓰레기산 피켓을 들기로 했습니다 쓰레기산을 알리고 더이상 개인의 욕심으로 지구의 환경을 위협하는 일을 멈추는 일에 함께 해주세요 쓰레기산 쓰레기산 쓰레기 환경오염 환경운동 미청넷 지지배 청바지 청년지구경영연합리그램 쓰레기산 쓰레기산 쓰레기 환경오염 환경운동 미청넷 지지배 청바지 청년지구경영연합
333,전면취소 다함께 소규모 봉그깅 신청 오픈 다함께 소규모 봉그깅 신청이 오픈되었어요 확인은 프로필 링크트리에서 가능해요 다음주 한주만 진행한 후 새로운 다함께 소규모 봉그깅으로 찾아 올 예정이니 기대해주세요 신청시 날짜와 시간 그리고 장소 확인 후 신청 부탁드려요 우천시에는 취소될 수 있습니다
334,제주 환경 오염의 심각성 과학숙제 제주 제주도 환경오염 환경보존과학숙제 제주 제주도 환경오염 환경보존
335,도가 넘는 고열에도 타지 않고자연분해 되는데 무려 년 이 걸리는쌓여만가던 젤 아이스팩 이제 고민하지 마세요 읍면동 주민센터에 분리수거함이나 관내 개 아파트 내에 비치될 분리수거 상자에 넣기만 하면 끝 자세한 내용은 이미지를 참고 아이스팩 재사용 분리수거 환경오염 여수이야기 섬섬여수 여수시 서포터즈아이스팩 분리수거 환경오염 여수이야기 섬섬여수 여수시
336,바다 바라 바래 보다 프로젝트리서치트립 기록 화 우리의 첫번째 일정은 지구별숨숨마을 주민이기도 한 귤의정원바령 이다 선흘의 산아래턱 즈음 위치한 무농약유기농 귤 정원 바령 은 제주 말인데 소와 말을 이용해 땅을 비옥하게 만드는 방법을 뜻하는 단어로 제주의 자연 유기농법이라고 할 수 있다 무농약과 유기농은 같지 않은데 무농약은 말 그대로 농약이고 유기농은 화학비료라고 할 수 있다 자연의 섭리를 잘 관찰하여 적용하면 인공 화학의 무언가를 쓰지 않고도 맛있는 귤을 먹으며 우리 몸과 지구 땅과 물 을 건강하게 할 수 있다 그래서 바령의 귤은 껍질째로 먹을 수 있고 요즘 시기에는 청귤을 수확하면 청귤청을 담궈 새콤달콤한 차를 마실 수 있다 농장지기들 두 분의 이야기를 듣고 넓은 귤정원 을 산책하며 귤나무와 어울려 자라는 다양한 식물들을 곤충들을 만날 수 있었다 아주 건강하고 행복한 모두들 바령은 예초 잡초제거 를 할때도 그 풀에 터 잡은 곤충들을 위해 듬성듬성하게 풀들을 제거하고 베어낸 풀 사이에 있던 곤충들이 근처의 베지 않은 풀 틈으로 이동할 수 있도록 베어낸 풀들은 그 자리에 눞혀 깔아 흙이 되게 한다 눕혀진 풀들이 시간과 자연의 힘으로 비료가 된다 바령 정원의 길은 정말로 푹신푹신하고 초록초록했다 농약 대신으로는 제주의 바닷물을 사용한다고 하셨다 나무가 염해를 입지 않도록 희석한 바닷물을 나무에 골고루 뿌려주는 것으로 해충을 방제하고 계셨다 청정 제주 바다가 깨끗하게 유지되어야 우리는 더 맛있고 건강한 귤을 오래오래 먹을 수 있다 민들레샘 바령지기님 이 직접 뜨신 귤 모자를 쓰고 귤정원에서 찰칵찰칵 비닐로 업싸이클링하여 만드신 예쁜 바구니 가방들도 있었다 우리는 청귤따기체험 대신 농장을 찾을 분들이 곧 만날 수 있을 스머지스틱만들기 를 미리 체험해볼 수 있었다 귤정원을 산책하며 바구니에 쑥과 로즈마리를 잘라 담았다 그리곤 처음에 바령의 이야기를 들었던 곳에 다시 모여 바령의 봄쑥으로 만든 쑥떡을 바령의 귤꽃으로 양봉한 귤꽃꿀 에 찍어 먹었다 그리고 귤꽃꿀차 와 함께 차와 떡을 먹으며 나뭇가지에 감겨있는 실로 잘라 온 쑥과 로즈마리를 차근히 둘러 묶어주었다 이제는 볕과 바람에 잘 마르기를 기다리면 된다 스머지스틱은 향과 연기로 공간과 에너지를 정화하는 도구 하늘도 눈 앞도 바닥도 푸르디 푸르고 귀도 코도 입까지 즐거운 바령 방문기 제주도 선흘감귤농장 감귤정원 친환경농법 무농약 유기농 친환경 귤농장 본 프로젝트는 계정의 프로필링크 카카오 같이가치 를 통해 응원과 후원하실 수 있답니다 응원 댓글 공유를눌러주시면 여러분의 마음이 기부됩니다 많관부 지구숨숨 카카오같이가치 아름다운재단 제주도 바다바라바래보다 에코필름 너와나의바다 환경오염 해양오염 기후위기 환경프로젝트 환경영상 제주바다 아름다운제주를지켜주세요지구별숨숨마을 귤의정원바령 무농약유기농 바령 귤정원 청귤따기체험 스머지스틱만들기 귤꽃꿀 귤꽃꿀차 제주도 선흘감귤농장 감귤정원 친환경농법 무농약 유기농 친환경 귤농장 지구숨숨 카카오같이가치 아름다운재단 제주도 바다바라바래보다 에코필름 너와나의바다 환경오염 해양오염 기후위기 환경프로젝트 환경영상 제주바다 아름다운제주를지켜주세요
337,로 알아보는 환경 오늘 강연은 중국의 환경학자 님의 입니다 기업이나 지역의 환경오염이나 탄소배출량 정도를 지도에서 알 수 있는 에 대해 함께 알아봐요 외교부 외교부서포터즈 테드강연 환경 녹색지구 환경오염 탄소중립 서포터즈외교부 외교부서포터즈 테드강연 환경 녹색지구 환경오염 탄소중립 서포터즈
338,와 함께하는 에코 라이프 오늘은 옷을 리폼해서 입어요 청바지를 한 벌 만들때 소모되는 물의 양은 라고 합니다 그리고 티셔츠 한 장을 만드는데에는 라고 합니다 이렇게 옷을 만들때 엄청난 물이 사용되고 있는데요 이에 따라서 발생하는 환경오염도 심각하다고 합니다 우리 오늘은 새 옷 사지말고 옷 리폼해서 입는거 어때요 옷 리폼 재사용 물 소모 낭비 지구 환경 자연 환경오염 지구온난화 기후변화 지구지킴이 아끼기 패스트패션 제로웨이스트옷 리폼 재사용 물 소모 낭비 지구 환경 자연 환경오염 지구온난화 기후변화 지구지킴이 아끼기 패스트패션 제로웨이스트
339,지구다챌린지 시즌 우리 집에서 가장 오래 된 물건은 우리 집에 어떤 오래 된 물건이 있을까 생각해보다가무려 년 정도나 된 놀잇감이 번뜩 생각났다 레고를 엄청 좋아한 나머지 어릴 때부터 한참 동안이나어린이날 선물 클쓰마스 선물 생일 선물 등등으로 무조건 레고만 받아왔던 것 같다 성인이 되고 친정에 묵혀 두고 있었다가이제는 우리 아이들이 갖고 노는 놀잇감이 되었다 이 양이 어마어마 이것보다 더 있었었었 아이들의 아이들의 또 그 아이들의 아이들이계속 갖고 놀아도 절대 썩어 없어지지 않을 플라스틱 레고 물건들을 새로 살 때 한번 더 고민해 보고 새 물건을 사는 것 대신 대체할 수 있는 방법을 고민해 보기 그리고 가지고 있는 물건을 오래 잘 아끼며 사용하기 제로웨이스트 플라스틱프리 레고 추억돋네 물건오래쓰기 지구다챌린지 기후위기 환경오염제로웨이스트 플라스틱프리 레고 추억돋네 물건오래쓰기 지구다챌린지 기후위기 환경오염
340,도의 멸종 마크 라이너스 우리에게 끝까지 읽지 못할거라고 하셨다 너무나 비참해서 한국에서 유명한 타일러라는 미국인이 환경 관련 연설 중 말한 문구이다 앞뒤 내용은 시카고 대학교 환경 관련 교수님께서 유수한 시카고 대학의 인재들에게 너희가 아무리 잘나도 이 책을 끝까지 읽어내지 못할 것이라고 했고 실제로 많은 학생들은 이 책의 결말 우리가 조만간 직면할 미래가 너무나 비참해서 이 책을 끝까지 읽지 못했다고 한다 이 책을 도전한다 도씨의 상승에 대해 언급한 장을 읽었고 느낀 점은 사실 이미 지구의 온도가 지난 년간 도 가까이 상승한 현 시점에서 읽어서인지 큰 재앙적 변화를 암시하는 내용들은 많지 않았다 오히려 현재 상황에 대한 자세하고 깔끔한 브리핑을 읽는 느낌이었다 하지만 다가올 도 상승 도 상승 더 나아가 도 상승 후에는 지구의 모습이 정말 참담할 수 있겠다라는 생각이 든다 이 책을 끝까지 읽을 수 있길 공부 공부자극 독서 환경 환경오염 지구온난화 현황체크 도의멸종 타일러 시카고대학교 필독서 공유 팔로우환영 다음기대공부 공부자극 독서 환경 환경오염 지구온난화 현황체크 도의멸종 타일러 시카고대학교 필독서 공유 팔로우환영 다음기대
341,얘네 이름 알려주세요 키우다 버린거 같아요 탐조 동네탐조 새사진 조류 하나뿐인지구 환경보호 환경오염탐조 동네탐조 새사진 조류 하나뿐인지구 환경보호 환경오염
342,비치클린 제주 협재 해수욕장 버디님을 기다리면서 잠시 찾은 협재는 맑은 날씨를 즐기기 위한 방문객들로 활기가 넘친다 그들의 즐거운 시간을 방해하기 싫어서 반대로 돌아 바다 가까이에 인적 드문 곳에 자리를 잡는다 평소처럼 바위 사이에 엉킨 그물만 뽑아내려고 했는데 이미 삭은 밧줄 위에 쓰레기가 퇴적되어 돌과 해초로 위장한 새로운 지층을 발견했다 밧줄을 뽑아낸 바위틈은 꽤 깊었고 그 속에는 짓무른 스티로폼이 한가득 기다린다 손이 닿지 않아 밧줄 자르던 가위로 파내다가 엄지 손톱만한 작은 친구가 스티로폼 무덤 속에 파묻혀 있는 것을 찾았다 스티로폼이 온몸에 붙어 있어 빈집이거나 혹은 최악의 경우를 생각하며 꺼냈는데 미세한 움직임이 보인다 아직 숨을 쉬고 있다 다급하게 여린 살에 붙어있는 스티로폼을 걷어냈지만 움직이는 대로 먹혀들어 가는 스티로폼 한 알 겨우 이 한 알이 지금 이 작은 친구에게는 너무나 치명적으로 보인다 다행히 몸에 붙은 쓰레기를 다 치워주고 바위에 올려 놓으니 작은 몸을 이끌고 아무렇지 않게 다시 걸어간다 오늘도 이렇게 두 눈에 두 손에 기억 속에 업을 담는다 아직까지 살아있을 의미를 찾는 나는 지금 어디쯤 왔을까 하늘에서 본 바다와 그 바다로 뻗어 나가는 물길은 하나의 거대한 뿌리였고 지구를 감싸며 모든 곳으로 자비롭게 흘러가는 모습은 마치 이 행성의 혈관처럼 보인다 이 땅에 뿌리내린 모든 것이 그 품 안에서 그저 살아간다 바다는 여전히 여기 있다비치클린
343,얘네 이름 아시는 분 있나요 사람이 가까이 가도 무서워 하지 않던데 키우다 버린건 아닌지 탐조 동네탐조 새사진 조류 하나뿐인지구 환경보호 환경오염탐조 동네탐조 새사진 조류 하나뿐인지구 환경보호 환경오염
344,환경관련 책을 미리 몇권 읽고 가서 그런지 스스로 도슨트도 틀어서 듣고 그래도 무거운 전시에 어느정도 관심을 가질 수 있었다 이건 재미있는 전시가 아니지만 우리가 꼭 알아야 할 내용이야 아마존 밀림은 남아메리카 대륙에 있는 거대한 숲이야 이산화탄소를 흡수하고 산소를 배출하면서 지구가숨쉬는 걸 돕는 숲 그런데 아마존에서는 무분별한 벌목이 계속되고 있어 당연히 산소배출량이 엄청 줄었고 숲이 없어지니까땅도 건조해져서 화재도 자주 일어나 아마존을 지키려고 숲의 일부를 사들여서 개발을막으려는 기업이나 사람들도 있지만 나무가 베어지고 숲이 불에 타 없어지는 속도에 비하면 그 힘이너무나 미약하기만 해 아마존 북쪽에 살고 있는 에콰도르의 청년 카를로스는친구들과 함께 아마존 밀림 속 야스니 국립공원에 갔어 야스니 국립공원은 세계에서 가장 다양하고 많은동식물이 살고 있어서 보호구역으로 지정된 곳이야 하지만 숲속으로 들어간 카를로스와 친구들은생각보다 많이 망가진 아마존을 보게 되었어 숲은 버려지고 물은 오염되어 있었지 사진작가인 카를로스와 친구들은 와오라니 마을에 가서할 수 있는걸 해보기로 했어 먼저 아이들과 함께 밀림 훼손으로 사라진 동식물들을조사하고 아직 남아있는 생명들을 찾아보려고숲 속으로 들어갔어 아이들에게 카메라 사용법을 알려주고 멸종위기에처해 있을지도 모르는 동식물들을 찾아다니며 함께사진을 찍었지 그렇게 찍은 사진들로 전 세계 친구들에게 아마존의상황을 알리고 있어 누군가 이 독특한 동물들의 위기에 공감해서 밀림을구하는 일에 함께 하게되기를 기대하면서 세라야 우리도 플라스틱은 되도록 쓰지말고 회용품최대한 쓰지말도록 하자 식목일에는 꼭 나무를 심으러 어디 뒷동산에라도 가보도록 하자 심각한 상황인 것을 알면서 아이에게 인식시켜주기가 사실쉽지가 않다 당장 다가오는 불편함이 없으니 더 그럴 것이다 앞으로 너희가 살아갈 미래에는 어떤 전염병과 지구재난이있을지 모르나 우리가 지금 할 수 있는 최소한의 노력으로너희 세대가 조금이라도 덜 힘들 수 있기를 간절히 바란다 용지를 아껴쓰라고 잔소리를 했더니 엄마는 화장솜 대신 손수건을 쓰라며 그 그럴까 학년 세 초등학생 여름방학 환경전시 환경오염 기후미술관 아이와갈만한곳 재난 환경 쓰레기 전시 전기에너지 재개발 인간의욕심 지구온난화 우리가먼저지키자 아름다운우리강산학년 세 초등학생 여름방학 환경전시 환경오염 기후미술관 아이와갈만한곳 재난 환경 쓰레기 전시 전기에너지 재개발 인간의욕심 지구온난화 우리가먼저지키자 아름다운우리강산
345,탄소방범대 열세번째 이야기 안녕하세요 탄소방범대입니다 오늘 소개해드릴 내용은 탄소중립 생활 실천 안내서 입니다 탄소중립 생활 실천 안내서 란 환경부에서 만든 안내서로 탄소중립 사회로의 전환을 위해 생활 속 온실가스 줄이기 에 대한 구체적인 실행정보를 담은 안내서입니다 국민들이 온실가스 저감 실천에 대한 필요성을 공감하고 쉽게 따라할 수 있도옥 구체적인 수칙을 제시하며 이행 방법을 제시해줍니다 위 사이트를 타고 들어가서 환경부 누리집 발행물 환경간행물 탄소중립 생활 실천 안내서 순서로 다운받아보실 수 있습니다 생활실천 안내서는 가정편 학교편 기업편 총 가지로 나뉘며 각 실천서마다 지향하는 목표가 다릅니다 에너지 소비 수송 자원순환 흡수원으로 이루어진 가지 분야에 대한 수칙 뿐만 아니라 인식과 행동 개선 및 적극적인 친환경 시설 개선을 통해 더 많은 온실가스를 저감할 수 있도록 시설개선 을 부록으로 추가하였다고 합니다 이번 월에는 가정에서도 쉽게 참여할 수 있는 가정편 을 읽어보고 저탄소 생활을 직접 실천해보는건 어떨까요 더 자세한 내용은 탄소방범대의 블로그 글을 참조해주세요 탄소중립 환경오염 기후변화 에너지 환경 환경부 환경부서포터즈 서포터즈 대외활동 탄소방범대 대학생탄소방범대 탄소중립 환경오염 기후변화 에너지 환경 환경부 환경부서포터즈 서포터즈 대외활동 탄소방범대 대학생
346,금요일에 만나요 왜이 유 일에 쓰레기산을 알리는 온라인 시위를 진행합니다 여러분들의 많은 동참 부탁드리겠습니다 일 오후 시 오후 시지지배 유튜브 생방송 참가신청은 으로 연락주세요 쓰레기산 쓰레기산 청년지구경영연합 미청넷 지지배 청바지 쓰레기 환경오염 기후위기 온라인시위 시위 청년시위쓰레기산 쓰레기산 청년지구경영연합 미청넷 지지배 청바지 쓰레기 환경오염 기후위기 온라인시위 시위 청년시위
347,나쁜 사람들 쓰레기 쓰레기줄이기 플라스틱줄이기 플라스틱제로 환경 환경오염 환경보호쓰레기 쓰레기줄이기 플라스틱줄이기 플라스틱제로 환경 환경오염 환경보호
348,초등여아의관심사 연예인 탑로더 탑로더꾸미기 다꾸 에 이어 폴꾸 에 이어 탑꾸우리때는 기냥 연얜사진갖고있기였는데 아닌가 이것 역시 환경오염인거 같은데 너희가살세상 지구야아프지마 집콕놀이 집에서놀때뭘하믄좋은지생각중 알아서물놀이하네 오예초등여아의관심사 연예인 탑로더 탑로더꾸미기 다꾸 폴꾸 탑꾸우리때는 연얜사진갖고있기였는데 환경오염인거 너희가살세상 지구야아프지마 집콕놀이 집에서놀때뭘하믄좋은지생각중 알아서물놀이하네 오예
349,커피 한 잔 먹고 나가는데 직원이 버릴 려고 내놓은 일회용품 쓰레기오늘 내가 쓴 일회용품 화장지 면봉 비닐팩 지퍼백 커피종이컵언행일치가 안되는 내가 공범자다 일회용품 환경오염 텀블러사용 커피컵일회용품 환경오염 텀블러사용 커피컵
350,최근 환경에 대한 다양한 활동을 하며 정말 감사하게도 주변 분들에게 선한 영향력을 뿌리며 긍정 에너지를 올리고 있습니다 그리고 자연스럽게 저의 브랜드에도 작지만 조금씩이나마 환경을 생각하는 방향으로 움직이고 있습니다 이런 영향력이 더욱 퍼지길 바라는 마음에 그린 챌린지에 동참합니다 요즘 거의 텀블러와 일심동체 많은 분들이 우리와 지구 모두를 지키기 위한 그린 에 참여해주시기를 바라며 텀블러 사용인증 하고 친구를 태그하면 끝 님께 다음 바톤을 전달드립니다 그린 은 우리 모두의 힘을 모아 탄소중립 실현에 한 발자국 더 다가기 위해 시작된 챌린지입니다 점점 더워지는 지구를 위한 행동실천에 많은 관심과 참여부탁드립니다 그린카드탄소중립 그린카드 탄소중립실천 탄소중립 친환경소비생활그린 에 그린 그린카드탄소중립 그린카드 탄소중립실천 탄소중립 친환경소비생활
351,지구숨숨의 꽃피우는 이 블루머 은샘이 이번 프로젝트에 아카이버로 참여하여 우리의 프로젝트를 기록합니다 바다 바라 바래 보다 프로젝트리서치트립 기록 월 저녁무렵 바다 바라 바래 보다 프로젝트 에 함께 할 멤버들이 따로 그러나 또 함께 제주땅을 밟았다 한 시간의 간격 안으로 하나 둘 공항에서 만났다 우리들 중 초면인 관계가 다수 프로젝트 기획자인 시호의 둘레로 제주에서 새로운 연들이 맺어진 순간이었다 우리는 앞으로 어떤 순간들을 만나 어떤 그림을 그려나가게 될지는 알지 못한다 하지만 같은 곳을 바라보고 걷기 시작하는 이 순간 투명하게 비어있는 듯한 공간에 색과 향이 희미하게 얹어지기 시작한 것은 분명 느낄 수 있었다 박 일간 머무르게 될 조천의 어느 조용한 곳에 위치한 숙소에 어둠과 함께 달려 도착하였다 우리는 정원의 넓은 테이블에 둘러 앉아 서로 알아가는 시간을 가졌다 아마도 그 아름다운 정원의 건강한 모기들이 매우 신이 났을 것이다 시호의 이야기를 시작으로 소개인듯 회의인듯 서로의 가치관과 생각들을 나누며 알록달록한 이야기 실이 끊임없이 이어졌다 각자의 분야에서 몸과 마음을 쓰며 활동하는 이들이 함께 모아낸 빛은 어떤 모양일까 환경에 관한 각자의 생각과 실천은 조금씩 다르지만 같은 곳을 바라보는 우리 명이 일간의 리서치트립에서 채워나갈 색과 향은 또 어떠할까 박 일간의 모든 일정에서 제주시의 코로나 방역지침을 준수하고 주의하며 진행하였습니다 제주의 귤의정원바령 비누공방 소낭 이 프로젝트에 협조 및 후원해주고 계십니다 감사합니다 프로젝트후원은 프로필링크에서 간단하게 하실 수 있어요 지구숨숨 카카오같이가치 아름다운재단 제주도 바다바라바래보다 에코필름 너와나의바다 환경오염 해양오염 기후위기 환경프로젝트 환경영상 제주바다 아름다운제주를지켜주세요지구숨숨 카카오같이가치 아름다운재단 제주도 바다바라바래보다 에코필름 너와나의바다 환경오염 해양오염 기후위기 환경프로젝트 환경영상 제주바다 아름다운제주를지켜주세요
352,탄소중립 실천캠페인 국립생태원환경살리기 가지 실천 중 시주니가 선택한 번 우리모두 환경을 살려보아요 국립생태원 탄소중립 탄소중립 탄소중립실천캠페인 충남 서천 환경오염 환경살리기 캠핑 카라반 교육 육아 환경사랑 가족캠핑 일상국립생태원 탄소중립 탄소중립 탄소중립실천캠페인 충남 서천 환경오염 환경살리기 캠핑 카라반 교육 육아 환경사랑 가족캠핑 일상
353,해양쓰레기 전시 알림 해양쓰레기 본부 내가 쓴 플라스틱 다 어디로 갔을까 픽스커피 화북공단점 층 갤러리 제주시 청풍남 길 끊임없는 순환의 고리는 우리 모두를 연결하고 있다 이 세상에 태어난 모든 것들이 그렇다 인간이 탄생시킨 플라스틱 또한 순환의 고리 속에서 이제 인간에게 위협을 가하고 있다 오늘날 플라스틱은 그것이 가지는 편리성 제작의 용이함 그리고 경제성까지 저렴해 우리 생활과 밀접한 관계를 맺었고 플라스틱 없이는 살 수 없는 세상이 되었다 폭포처럼 쏟아져 나온 이 편리함의 산물은 인간의 손아귀를 벗어나 지구 전역을 뒤덮었다 식수 해양생물을 넘어 농산물까지 파고든 작은 미세플라스틱은 저 멀리 빙하에서도 발견되었다 지구 역사상 전례가 없는 플라스틱 지층을 만들어가는 시대를 마주하게 되며 우리는 이 편리함을 다시 바라보고 마주하고 재정의해야 할 시점에 와있다 수눌어지구에서는 수많은 플라스틱 쓰레기 중 해양쓰레기에 주목하였다 국경이 없는 바다에서 해양쓰레기는 정치나 이념 국가의 경계를 넘어 범지구적인 환경문제 중 하나이다 제주도도 매년 막대한 예산을 해양쓰레기 수거 및 처리에 사용하고 있으며 그 수거량은 매년 늘어가고 있다 빈번한 쓰레기로 인한 선박사고 유령어구에 걸려 폐사하는 해양생물의 수 등 해양 쓰레기 문제는 어업 경제활동에까지 영향을 미쳤다 더 나아가 여름철 제주 해변은 밀려온 쓰레기로 가득 차 물놀이를 하며 쓰레기를 만나는 것은 자연스러운 일이 되었고 아이들이 노는 모래에는 스티로폼 조각과 미세플라스틱 조각이 가득하다 해양쓰레기 본부 내가 쓴 플라스틱 다 어디로 갔을까 는 그동안 우리가 스스로 마주하지 않았던 또는 알지만 외면하고 있었던 해양쓰레기를 직접 눈앞에 가져왔다 또 해양쓰레기 수거봉사 단체들이 목도했던 제주 바다의 모습을 영상과 사진을 통해 전달하여 편리를 바탕으로 소비와 폐기를 반복한 우리의 삶을 돌아보고자 하였다 일회용품을 대체하고 사용 후 흔적을 남기지 않는 제로웨이스트 물건을 소개하고 이미 생산되고 버려진 것들을 다시 재활용하는 노력들로 하여금 우리가 처한 해양쓰레기의 현실을 마주보길 바란다 그리고 변화에 동참하기를 작은 용기를 내어 주길 연대의 힘을 만들어내길 바란다 기획의 글 디프다제주 변수빈 행사에 사용된 인쇄물은 에코폰트를 사용하여 이면지에 출력되었습니다 주최 주관 제주시문화도시센터 참여단체 디프다제주 제주클린보이즈클럽 세이브제주바다 지구별가게 푸른컵 진행 인플래닝 도움 자원봉사자 윤명수 사진 정연철 이영범 인쇄감리 고은지
